43764.0,1.5027322404371584,4.0,kertas
43764.0,1.5027322404371584,4.0,kertas
43764.0,1.5027322404371584,4.0,kertas
43764.0,1.5027322404371584,4.0,kertas
8190.0,0.25136612021857924,4.0,kertas
10421.5,0.5027322404371585,4.0,kertas
5698.0,1.0333333333333334,4.0,kertas
6006.0,1.3373493975903614,5.0,kertas
5698.0,1.0333333333333334,4.0,kertas
5992.0,1.3253012048192772,5.0,kertas
178.5,0.9354838709677419,6.0,kertas
394.5,0.825,8.0,kertas
250.0,1.8055555555555556,8.0,kertas
432.5,0.671875,7.0,kertas
250.0,1.8055555555555556,8.0,kertas
126.5,0.3235294117647059,3.0,kertas
483.5,1.103448275862069,5.0,kertas
198.5,2.1666666666666665,4.0,kertas
308.0,1.0,7.0,kertas
308.0,1.0,7.0,kertas
308.0,1.0,7.0,kertas
45373.5,0.8333333333333334,6.0,kertas
3876.0,10.25,4.0,kertas
3876.0,10.25,4.0,kertas
1705.0,2.4545454545454546,2.0,kertas
154.5,1.2142857142857142,5.0,kertas
1705.0,2.4545454545454546,2.0,kertas
153.5,1.2142857142857142,6.0,kertas
140.0,0.7647058823529411,5.0,kertas
216.5,2.5833333333333335,2.0,kertas
149.5,0.56,4.0,kertas
185.5,0.8,5.0,kertas
149.5,0.56,4.0,kertas
182.0,0.8421052631578947,4.0,kertas
1430.5,0.8909090909090909,6.0,kertas
308.5,0.41509433962264153,4.0,kertas
215.0,2.0,4.0,kertas
7212.0,0.816793893129771,6.0,kertas
215.0,2.0,4.0,kertas
7016.0,0.8091603053435115,4.0,kertas
4846.0,0.9428571428571428,6.0,kertas
4591.5,0.989247311827957,6.0,kertas
86102.5,1.5529411764705883,4.0,kertas
86102.5,1.5529411764705883,4.0,kertas
86102.5,1.5529411764705883,4.0,kertas
86088.0,1.5529411764705883,4.0,kertas
409.5,1.0277777777777777,5.0,kertas
408.0,1.0277777777777777,5.0,kertas
573.5,4.111111111111111,4.0,kertas
930.5,4.388888888888889,4.0,kertas
573.5,4.111111111111111,4.0,kertas
930.5,4.388888888888889,4.0,kertas
1785.0,1.8,6.0,kertas
5698.0,0.9518072289156626,4.0,kertas
112.0,0.40625,3.0,kertas
352.5,1.5925925925925926,8.0,kertas
292.0,1.0,4.0,kertas
347.5,1.5925925925925926,9.0,kertas
203.0,1.1111111111111112,8.0,kertas
160.5,3.357142857142857,3.0,kertas
18109.5,0.5961538461538461,4.0,kertas
27369.5,0.61328125,4.0,kertas
18109.5,0.5961538461538461,4.0,kertas
18060.0,0.5961538461538461,4.0,kertas
